Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
SRC,14426L200,1,9,"","",0.033,0.033,0.033,0.033
SRC,14426L200,3,3,W,DF2,2.633,2.633,2.633,2.633
SRC,14426L200,3,7,"","",8.767,1.033,0.567,0.367
SRC,14426L200,3,9,"","",0.033,0.033,0.033,0.033
SRC,14612L000,1,3,W,DF2,0.586,0.586,0.586,0.586
SRC,14612L000,1,7,"","",0.287,0,0,0
SRC,14612L000,1,9,"","",0.023,0.023,0.023,0.023
SRC,14612L000,3,3,W,DF2,1.034,1.034,1.034,1.034
SRC,14612L000,3,7,"","",6.184,0.977,0.563,0.333
SRC,14612L000,3,9,"","",0.023,0.023,0.023,0.023
SRC,16500LA00,1,3,W,DF2,4.6,4.6,4.6,4.6
SRC,16500LA00,1,7,"","",0.2,0,0,0
SRC,16500LA00,1,9,"","",0,0,0,0
SRC,16500LA00,3,3,W,DF2,4.6,4.6,4.6,4.6
SRC,16500LA00,3,7,"","",9.2,2,1,0.6
SRC,16500LA00,3,9,"","",0,0,0,0
SRC,16500LB00,1,3,W,DF2,5.5,5.5,5.5,5.5
SRC,16500LB00,1,7,"","",0.5,0,0,0
SRC,16500LB00,1,9,"","",0,0,0,0
SRC,16500LB00,3,3,W,DF2,5.5,5.5,5.5,5.5
SRC,16500LB00,3,7,"","",11.5,2.5,1.5,1
SRC,16500LB00,3,9,"","",0,0,0,0
SRC,17087F000,1,3,W,DF2,10.082,0.837,1,7.959
SRC,17087F000,1,3,W,MG1,3.551,3.551,3.551,3.551
SRC,17087F000,1,7,"","",24.082,0.694,0.347,0.245
SRC,17087F000,1,9,"","",0.041,0.041,0.041,0.041
SRC,17087F000,3,3,W,DF2,2.449,1.429,1.735,2.02
SRC,17087F000,3,3,W,MG1,3.592,3.592,3.592,3.592
SRC,17087F000,3,7,"","",32.061,2.286,0.959,0.51
SRC,17087F000,3,9,"","",0.041,0.041,0.041,0.041
SRC,17185L100,1,3,A,JP8,18.218,18.218,18.218,18.218
SRC,17185L100,1,3,W,DF2,7.824,4.335,4.384,7.07
SRC,17185L100,1,3,W,MG1,1.951,1.951,1.951,1.951
SRC,17185L100,1,7,"","",21.232,3.968,1.792,0.859
SRC,17185L100,1,9,"","",0.099,0.099,0.099,0.099
SRC,17185L100,3,3,A,JP8,18.218,18.218,18.218,18.218
SRC,17185L100,3,3,W,DF2,5.222,4.658,4.768,5.021
SRC,17185L100,3,3,W,MG1,1.768,1.768,1.768,1.768
SRC,17185L100,3,7,"","",81.613,8.162,1.408,0.687
SRC,17185L100,3,9,"","",0.099,0.099,0.099,0.099
SRC,17185L200,1,3,A,JP8,11.569,11.569,11.569,11.569
SRC,17185L200,1,3,W,DF2,8.156,4.468,4.52,7.357
SRC,17185L200,1,3,W,MG1,2.059,2.059,2.059,2.059
SRC,17185L200,1,7,"","",48.498,4.19,1.892,0.907
SRC,17185L200,1,9,"","",0.112,0.112,0.112,0.112
SRC,17185L200,3,3,A,JP8,11.569,11.569,11.569,11.569
SRC,17185L200,3,3,W,DF2,5.409,4.814,4.929,5.197
SRC,17185L200,3,3,W,MG1,1.874,1.874,1.874,1.874
SRC,17185L200,3,7,"","",102.725,9.684,1.513,0.743
SRC,17185L200,3,9,"","",0.112,0.112,0.112,0.112
SRC,17185L300,1,3,A,JP8,17.659,17.659,17.659,17.659
SRC,17185L300,1,3,W,DF2,7.628,4.212,4.263,6.887
SRC,17185L300,1,3,W,MG1,1.891,1.891,1.891,1.891
SRC,17185L300,1,7,"","",20.812,3.846,1.737,0.833
SRC,17185L300,1,9,"","",0.096,0.096,0.096,0.096
SRC,17185L300,3,3,A,JP8,17.659,17.659,17.659,17.659
SRC,17185L300,3,3,W,DF2,5.085,4.532,4.645,4.887
SRC,17185L300,3,3,W,MG1,1.713,1.713,1.713,1.713
SRC,17185L300,3,7,"","",79.491,7.949,1.382,0.679
SRC,17185L300,3,9,"","",0.096,0.096,0.096,0.096
SRC,17185L400,1,3,A,JP8,11.194,11.194,11.194,11.194
SRC,17185L400,1,3,W,DF2,7.935,4.335,4.388,7.155
SRC,17185L400,1,3,W,MG1,1.993,1.993,1.993,1.993
SRC,17185L400,1,7,"","",47.176,4.054,1.831,0.878
SRC,17185L400,1,9,"","",0.108,0.108,0.108,0.108
SRC,17185L400,3,3,A,JP8,11.194,11.194,11.194,11.194
SRC,17185L400,3,3,W,DF2,5.259,4.676,4.795,5.05
SRC,17185L400,3,3,W,MG1,1.813,1.813,1.813,1.813
SRC,17185L400,3,7,"","",99.813,9.414,1.482,0.737
SRC,17185L400,3,9,"","",0.108,0.108,0.108,0.108
SRC,17186L000,1,3,W,DF2,14.392,10.588,10.66,13.536
SRC,17186L000,1,3,W,MG1,2.227,2.227,2.227,2.227
SRC,17186L000,1,7,"","",11.825,0.01,0.01,0
SRC,17186L000,1,9,"","",0.072,0.072,0.072,0.072
SRC,17186L000,3,3,W,DF2,11.948,11.33,11.474,11.711
SRC,17186L000,3,3,W,MG1,1.351,1.351,1.351,1.351
SRC,17186L000,3,7,"","",90.351,5.186,1.515,0.938
SRC,17186L000,3,9,"","",0.072,0.072,0.072,0.072
SRC,17187L000,1,3,W,DF2,9.909,0.47,0.591,7.924
SRC,17187L000,1,3,W,MG1,3.818,3.818,3.818,3.818
SRC,17187L000,1,7,"","",60.742,16.894,7.621,3.636
SRC,17187L000,1,9,"","",0.03,0.03,0.03,0.03
SRC,17187L000,3,3,W,DF2,2.561,1.045,1.318,2.061
SRC,17187L000,3,3,W,MG1,3.818,3.818,3.818,3.818
SRC,17187L000,3,7,"","",80.712,20.727,2.288,0.636
SRC,17187L000,3,9,"","",0.03,0.03,0.03,0.03
SRC,17187LA00,1,3,W,DF2,1.444,0.333,0.444,1.111
SRC,17187LA00,1,7,"","",7.556,0,0,0
SRC,17187LA00,1,9,"","",0,0,0,0
SRC,17187LA00,3,3,W,DF2,0.778,0.556,0.667,0.556
SRC,17187LA00,3,7,"","",12.667,1.222,0.556,0.333
SRC,17187LA00,3,9,"","",0,0,0,0
SRC,17207L000,1,3,W,DF2,9.909,0.47,0.591,7.924
SRC,17207L000,1,3,W,MG1,3.636,3.636,3.636,3.636
SRC,17207L000,1,7,"","",60.682,16.894,7.621,3.636
SRC,17207L000,1,9,"","",0.03,0.03,0.03,0.03
SRC,17207L000,3,3,W,DF2,2.561,1.045,1.318,2.061
SRC,17207L000,3,3,W,MG1,3.636,3.636,3.636,3.636
SRC,17207L000,3,7,"","",80.515,20.727,2.288,0.636
SRC,17207L000,3,9,"","",0.03,0.03,0.03,0.03
SRC,17207LA00,1,3,W,DF2,1.444,0.333,0.444,1.111
SRC,17207LA00,1,7,"","",6.333,0,0,0
SRC,17207LA00,1,9,"","",0,0,0,0
SRC,17207LA00,3,3,W,DF2,0.778,0.556,0.667,0.556
SRC,17207LA00,3,7,"","",11.667,1.222,0.556,0.333
SRC,17207LA00,3,9,"","",0,0,0,0
SRC,17285F000,1,3,A,JP8,25.644,16.819,10.163,15.68
SRC,17285F000,1,3,W,DF2,22.295,10.591,9.103,15.134
SRC,17285F000,1,3,W,MG1,2.249,2.266,2.266,2.249
SRC,17285F000,1,7,"","",117.391,0.69,0.248,0.143
SRC,17285F000,1,9,"","",1.501,1.501,1.501,1.501
SRC,17285F000,3,3,A,JP8,16.995,17.428,9.55,13.221
SRC,17285F000,3,3,W,DF2,12.808,11.164,8.808,11.068
SRC,17285F000,3,3,W,MG1,2.209,2.21,2.21,2.209
SRC,17285F000,3,7,"","",137.142,11.679,2.91,1.73
SRC,17285F000,3,9,"","",1.501,1.501,1.501,1.501
SRC,17285L100,1,3,A,JP8,25.963,20.462,13.009,19.004
SRC,17285L100,1,3,W,DF2,16.386,8.589,5.95,11.973
SRC,17285L100,1,3,W,MG1,2.381,2.398,2.398,2.381
SRC,17285L100,1,7,"","",88.768,0.7,0.251,0.145
SRC,17285L100,1,9,"","",1.526,1.526,1.526,1.526
SRC,17285L100,3,3,A,JP8,20.512,19.889,12.394,16.096
SRC,17285L100,3,3,W,DF2,9.508,8.404,5.658,8.321
SRC,17285L100,3,3,W,MG1,2.325,2.326,2.326,2.325
SRC,17285L100,3,7,"","",92.923,10.959,2.733,1.62
SRC,17285L100,3,9,"","",1.526,1.526,1.526,1.526
SRC,17285L200,1,3,A,JP8,23.761,18.142,10.529,16.652
SRC,17285L200,1,3,W,DF2,16.675,8.711,6.016,12.167
SRC,17285L200,1,3,W,MG1,2.314,2.332,2.332,2.314
SRC,17285L200,1,7,"","",100.024,0.715,0.257,0.148
SRC,17285L200,1,9,"","",1.555,1.555,1.555,1.555
SRC,17285L200,3,3,A,JP8,18.193,17.556,9.901,13.682
SRC,17285L200,3,3,W,DF2,9.659,8.532,5.727,8.447
SRC,17285L200,3,3,W,MG1,2.273,2.274,2.274,2.273
SRC,17285L200,3,7,"","",100.461,11.505,2.761,1.628
SRC,17285L200,3,9,"","",1.555,1.555,1.555,1.555
SRC,17286F000,1,3,W,DF2,30.264,13.489,12.658,23
SRC,17286F000,1,3,W,MG1,2.489,2.545,2.545,2.489
SRC,17286F000,1,7,"","",116.667,1.463,0.407,0.173
SRC,17286F000,1,9,"","",0.649,0.649,0.649,0.649
SRC,17286F000,3,3,W,DF2,17.074,14.645,13.143,15.411
SRC,17286F000,3,3,W,MG1,2.182,2.186,2.186,2.182
SRC,17286F000,3,7,"","",191.338,12.697,5.606,3.446
SRC,17286F000,3,9,"","",0.649,0.649,0.649,0.649
SRC,17286L000,1,3,W,DF2,27.37,13.472,12.796,21.264
SRC,17286L000,1,3,W,MG1,2.662,2.722,2.722,2.662
SRC,17286L000,1,7,"","",70.301,1.565,0.435,0.185
SRC,17286L000,1,9,"","",0.694,0.694,0.694,0.694
SRC,17286L000,3,3,W,DF2,16.634,14.583,13.282,15.106
SRC,17286L000,3,3,W,MG1,2.333,2.338,2.338,2.333
SRC,17286L000,3,7,"","",102.745,13.338,5.981,3.676
SRC,17286L000,3,9,"","",0.694,0.694,0.694,0.694
SRC,17287F000,1,3,A,JP8,42.649,25.252,12.122,23
SRC,17287F000,1,3,W,DF2,18.588,5.374,2.916,8.733
SRC,17287F000,1,3,W,MG1,2.58,2.58,2.58,2.58
SRC,17287F000,1,7,"","",142.595,0.443,0.221,0.16
SRC,17287F000,1,9,"","",2.427,2.427,2.427,2.427
SRC,17287F000,3,3,A,JP8,25.595,26.45,10.916,18.153
SRC,17287F000,3,3,W,DF2,7.885,6.076,2.305,5.435
SRC,17287F000,3,3,W,MG1,2.603,2.603,2.603,2.603
SRC,17287F000,3,7,"","",130.74,11.489,0.962,0.473
SRC,17287F000,3,9,"","",2.427,2.427,2.427,2.427
SRC,17287L000,1,3,A,JP8,36.2,25.822,11.763,23.074
SRC,17287L000,1,3,W,DF2,14.807,7.511,2.896,9.733
SRC,17287L000,1,3,W,MG1,2.593,2.593,2.593,2.593
SRC,17287L000,1,7,"","",127.622,0.43,0.215,0.156
SRC,17287L000,1,9,"","",2.356,2.356,2.356,2.356
SRC,17287L000,3,3,A,JP8,25.919,24.741,10.6,17.585
SRC,17287L000,3,3,W,DF2,7.807,6.822,2.333,6.385
SRC,17287L000,3,3,W,MG1,2.615,2.615,2.615,2.615
SRC,17287L000,3,7,"","",106.756,11.141,0.926,0.467
SRC,17287L000,3,9,"","",2.356,2.356,2.356,2.356
SRC,17375F100,1,3,A,JP8,79.638,47.146,22.636,42.95
SRC,17375F100,1,3,W,DF2,8.423,2.108,1.583,4.551
SRC,17375F100,1,3,W,MG1,2.898,2.898,2.898,2.898
SRC,17375F100,1,7,"","",34.883,0.988,0.274,0.117
SRC,17375F100,1,9,"","",4.434,4.434,4.434,4.434
SRC,17375F100,3,3,A,JP8,47.796,49.388,20.382,33.895
SRC,17375F100,3,3,W,DF2,3.315,2.668,1.539,2.472
SRC,17375F100,3,3,W,MG1,2.65,2.65,2.65,2.65
SRC,17375F100,3,7,"","",104.516,19.271,1.423,0.717
SRC,17375F100,3,9,"","",4.434,4.434,4.434,4.434
SRC,17375F200,1,3,A,JP8,44.557,26.378,12.665,24.029
SRC,17375F200,1,3,W,DF2,7.916,4.108,2.105,4.789
SRC,17375F200,1,3,W,MG1,1.964,1.964,1.964,1.964
SRC,17375F200,1,7,"","",48.734,0.835,0.237,0.105
SRC,17375F200,1,9,"","",2.517,2.517,2.517,2.517
SRC,17375F200,3,3,A,JP8,26.739,27.632,11.402,18.964
SRC,17375F200,3,3,W,DF2,3.823,4.194,2.022,3.06
SRC,17375F200,3,3,W,MG1,1.761,1.761,1.761,1.761
SRC,17375F200,3,7,"","",111.811,12.622,1.208,0.608
SRC,17375F200,3,9,"","",2.517,2.517,2.517,2.517
SRC,17375L000,1,3,A,JP8,50.541,33.603,16.945,28.561
SRC,17375L000,1,3,W,DF2,15.894,6.078,5.445,10.912
SRC,17375L000,1,3,W,MG1,2.793,2.808,2.808,2.793
SRC,17375L000,1,7,"","",63.526,0.639,0.197,0.094
SRC,17375L000,1,9,"","",3.644,3.644,3.644,3.644
SRC,17375L000,3,3,A,JP8,33.758,34.846,15.257,22.987
SRC,17375L000,3,3,W,DF2,8.149,6.752,5.505,6.992
SRC,17375L000,3,3,W,MG1,2.674,2.674,2.674,2.674
SRC,17375L000,3,7,"","",84.255,19.081,3.127,1.829
SRC,17375L000,3,9,"","",3.644,3.644,3.644,3.644
SRC,17376F100,1,3,A,JP8,8.065,4.773,2.292,4.351
SRC,17376F100,1,3,W,DF2,15.974,4.136,3.123,8.63
SRC,17376F100,1,3,W,MG1,2.948,2.948,2.948,2.948
SRC,17376F100,1,7,"","",76.948,2.195,0.61,0.26
SRC,17376F100,1,9,"","",0.623,0.623,0.623,0.623
SRC,17376F100,3,3,A,JP8,4.838,5,2.065,3.429
SRC,17376F100,3,3,W,DF2,6.409,5.24,3.065,4.831
SRC,17376F100,3,3,W,MG1,2.396,2.396,2.396,2.396
SRC,17376F100,3,7,"","",142.604,7.727,2.558,1.312
SRC,17376F100,3,9,"","",0.623,0.623,0.623,0.623
SRC,17376F200,1,3,A,JP8,7.911,4.682,2.248,4.268
SRC,17376F200,1,3,W,DF2,15.669,4.057,3.064,8.465
SRC,17376F200,1,3,W,MG1,2.892,2.892,2.892,2.892
SRC,17376F200,1,7,"","",75.478,2.153,0.599,0.255
SRC,17376F200,1,9,"","",0.611,0.611,0.611,0.611
SRC,17376F200,3,3,A,JP8,4.745,4.904,2.025,3.363
SRC,17376F200,3,3,W,DF2,6.287,5.14,3.006,4.739
SRC,17376F200,3,3,W,MG1,2.35,2.35,2.35,2.35
SRC,17376F200,3,7,"","",139.879,7.58,2.51,1.287
SRC,17376F200,3,9,"","",0.611,0.611,0.611,0.611
SRC,17376L000,1,3,A,JP8,2.991,1.986,1.003,1.688
SRC,17376L000,1,3,W,DF2,25.955,10.128,9.119,18
SRC,17376L000,1,3,W,MG1,2.747,2.773,2.773,2.747
SRC,17376L000,1,7,"","",108.591,1.097,0.338,0.162
SRC,17376L000,1,9,"","",0.855,0.855,0.855,0.855
SRC,17376L000,3,3,A,JP8,2,1.861,0.903,1.145
SRC,17376L000,3,3,W,DF2,13.491,11.224,9.25,11.659
SRC,17376L000,3,3,W,MG1,2.543,2.543,2.543,2.543
SRC,17376L000,3,7,"","",91.977,12.213,5.009,2.98
SRC,17376L000,3,9,"","",0.855,0.855,0.855,0.855
SRC,17377F000,1,3,A,JP8,137.952,81.667,39.206,74.397
SRC,17377F000,1,3,W,DF2,2.27,0.46,0.333,1.222
SRC,17377F000,1,3,W,MG1,2.857,2.857,2.857,2.857
SRC,17377F000,1,7,"","",0.603,0,0,0
SRC,17377F000,1,9,"","",7.54,7.54,7.54,7.54
SRC,17377F000,3,3,A,JP8,82.794,85.556,35.302,58.714
SRC,17377F000,3,3,W,DF2,0.794,0.571,0.286,0.556
SRC,17377F000,3,3,W,MG1,2.857,2.857,2.857,2.857
SRC,17377F000,3,7,"","",73.492,28.683,0.476,0.222
SRC,17377F000,3,9,"","",7.54,7.54,7.54,7.54
SRC,17377L000,1,3,A,JP8,116.952,77.762,39.206,66.095
SRC,17377L000,1,3,W,DF2,1.841,0.429,0.317,1.016
SRC,17377L000,1,3,W,MG1,2.857,2.857,2.857,2.857
SRC,17377L000,1,7,"","",0.571,0,0,0
SRC,17377L000,1,9,"","",7.54,7.54,7.54,7.54
SRC,17377L000,3,3,A,JP8,78.127,80.921,35.302,53.492
SRC,17377L000,3,3,W,DF2,0.683,0.508,0.27,0.476
SRC,17377L000,3,3,W,MG1,2.857,2.857,2.857,2.857
SRC,17377L000,3,7,"","",73.46,28.683,0.476,0.222
SRC,17377L000,3,9,"","",7.54,7.54,7.54,7.54
SRC,17442L000,1,3,W,DF2,15.879,8.3,7.6,11.821
SRC,17442L000,1,3,W,MG1,1.457,1.6,1.6,1.457
SRC,17442L000,1,7,"","",34.3,4.943,1.414,0.607
SRC,17442L000,1,9,"","",0.15,0.15,0.15,0.15
SRC,17442L000,3,3,W,DF2,10.314,9.286,8.05,9.264
SRC,17442L000,3,3,W,MG1,1.607,1.614,1.614,1.607
SRC,17442L000,3,7,"","",88.264,8.714,4.179,2.343
SRC,17442L000,3,9,"","",0.15,0.15,0.15,0.15
SRC,17462L000,1,3,W,DF2,11.379,7.932,7.985,10.606
SRC,17462L000,1,3,W,MG1,1.114,1.205,1.205,1.114
SRC,17462L000,1,7,"","",8.053,0.258,0.136,0.091
SRC,17462L000,1,9,"","",0.053,0.053,0.053,0.053
SRC,17462L000,3,3,W,DF2,9.205,8.727,8.841,9.008
SRC,17462L000,3,3,W,MG1,1.303,1.318,1.318,1.303
SRC,17462L000,3,7,"","",69.258,4.72,1.561,0.879
SRC,17462L000,3,9,"","",0.053,0.053,0.053,0.053
SRC,17465L000,1,3,W,DF2,12.334,6.025,6.314,11.016
SRC,17465L000,1,3,W,MG1,0.837,0.925,0.908,0.837
SRC,17465L000,1,7,"","",19.513,0.858,0.434,0.312
SRC,17465L000,1,9,"","",0.068,0.068,0.068,0.068
SRC,17465L000,3,3,W,DF2,7.465,6.416,6.675,7.107
SRC,17465L000,3,3,W,MG1,0.802,0.822,0.805,0.802
SRC,17465L000,3,7,"","",89.205,8.048,2.412,1.055
SRC,17465L000,3,9,"","",0.068,0.068,0.068,0.068
SRC,17466L000,1,3,W,DF2,27.647,21.928,22.054,26.365
SRC,17466L000,1,3,W,MG1,3.096,3.389,3.389,3.096
SRC,17466L000,1,7,"","",26.144,0.509,0.287,0.18
SRC,17466L000,1,9,"","",0.102,0.102,0.102,0.102
SRC,17466L000,3,3,W,DF2,23.635,22.635,22.862,23.269
SRC,17466L000,3,3,W,MG1,2.88,2.892,2.892,2.88
SRC,17466L000,3,7,"","",127.91,11.934,2.814,1.599
SRC,17466L000,3,9,"","",0.102,0.102,0.102,0.102
SRC,17467L000,1,3,W,DF2,9.743,0.832,0.965,7.841
SRC,17467L000,1,3,W,MG1,0.071,0.071,0.071,0.071
SRC,17467L000,1,7,"","",18.735,1.283,0.637,0.469
SRC,17467L000,1,9,"","",0.062,0.062,0.062,0.062
SRC,17467L000,3,3,W,DF2,2.92,1.504,1.779,2.416
SRC,17467L000,3,3,W,MG1,0.071,0.071,0.071,0.071
SRC,17467L000,3,7,"","",93.274,6.619,2.009,0.726
SRC,17467L000,3,9,"","",0.062,0.062,0.062,0.062
SRC,17468L000,1,3,W,DF2,6,0.653,0.755,4.837
SRC,17468L000,1,3,W,MG1,0.163,0.163,0.163,0.163
SRC,17468L000,1,7,"","",8.673,1.49,0.735,0.551
SRC,17468L000,1,9,"","",0.082,0.082,0.082,0.082
SRC,17468L000,3,3,W,DF2,1.939,1.102,1.286,1.633
SRC,17468L000,3,3,W,MG1,0.163,0.163,0.163,0.163
SRC,17468L000,3,7,"","",64.816,15,3.776,0.878
SRC,17468L000,3,9,"","",0.082,0.082,0.082,0.082
SRC,17477L000,1,3,A,JP8,100.026,71.355,32.5,63.75
SRC,17477L000,1,3,W,DF2,8.026,3.618,1.395,5.618
SRC,17477L000,1,3,W,MG1,2.829,2.829,2.829,2.829
SRC,17477L000,1,7,"","",63.684,0,0,0
SRC,17477L000,1,9,"","",6.329,6.329,6.329,6.329
SRC,17477L000,3,3,A,JP8,71.618,68.368,29.303,48.592
SRC,17477L000,3,3,W,DF2,4,3.316,1.25,3.5
SRC,17477L000,3,3,W,MG1,2.855,2.855,2.855,2.855
SRC,17477L000,3,7,"","",79.026,24.592,0.842,0.368
SRC,17477L000,3,9,"","",6.329,6.329,6.329,6.329
SRC,17483L000,1,3,A,JP8,29.089,20.75,9.452,18.542
SRC,17483L000,1,3,W,DF2,18.661,9.899,5.917,13.708
SRC,17483L000,1,3,W,MG1,2.512,2.512,2.512,2.512
SRC,17483L000,1,7,"","",104.833,0.345,0.173,0.125
SRC,17483L000,1,9,"","",2.125,2.125,2.125,2.125
SRC,17483L000,3,3,A,JP8,20.827,19.881,8.518,14.131
SRC,17483L000,3,3,W,DF2,10.685,9.452,5.613,9.31
SRC,17483L000,3,3,W,MG1,2.53,2.53,2.53,2.53
SRC,17483L000,3,7,"","",101.173,12.613,2.327,1.369
SRC,17483L000,3,9,"","",2.125,2.125,2.125,2.125
SRC,17485L100,1,3,A,JP8,26.07,18.597,8.472,16.616
SRC,17485L100,1,3,W,DF2,22.967,11.411,10.53,17.286
SRC,17485L100,1,3,W,MG1,2.568,2.678,2.58,2.568
SRC,17485L100,1,7,"","",94.482,1.172,0.444,0.224
SRC,17485L100,1,9,"","",2.032,2.032,2.032,2.032
SRC,17485L100,3,3,A,JP8,18.664,17.817,7.636,12.664
SRC,17485L100,3,3,W,DF2,14.181,11.79,9.575,12.532
SRC,17485L100,3,3,W,MG1,2.5,2.596,2.5,2.5
SRC,17485L100,3,7,"","",101.203,13.876,3.303,1.904
SRC,17485L100,3,9,"","",2.032,2.032,2.032,2.032
SRC,17485L200,1,3,A,JP8,24.932,17.785,8.102,15.89
SRC,17485L200,1,3,W,DF2,23.026,11.469,11.132,17.592
SRC,17485L200,1,3,W,MG1,2.501,2.628,2.512,2.501
SRC,17485L200,1,7,"","",90.401,1.121,0.424,0.214
SRC,17485L200,1,9,"","",1.983,1.983,1.983,1.983
SRC,17485L200,3,3,A,JP8,17.849,17.039,7.302,12.111
SRC,17485L200,3,3,W,DF2,14.501,11.935,10.095,12.923
SRC,17485L200,3,3,W,MG1,2.436,2.55,2.436,2.436
SRC,17485L200,3,7,"","",99.652,13.943,3.516,2.018
SRC,17485L200,3,9,"","",1.983,1.983,1.983,1.983
SRC,17486L000,1,3,W,DF2,36.735,17.945,15.818,26.403
SRC,17486L000,1,3,W,MG1,2.96,2.996,2.996,2.96
SRC,17486L000,1,7,"","",87.083,3.261,1.154,0.502
SRC,17486L000,1,9,"","",0.747,0.747,0.747,0.747
SRC,17486L000,3,3,W,DF2,21.854,19.15,15.889,18.711
SRC,17486L000,3,3,W,MG1,2.668,2.668,2.668,2.668
SRC,17486L000,3,7,"","",107.233,15.577,6.253,3.814
SRC,17486L000,3,9,"","",0.747,0.747,0.747,0.747
SRC,17487L000,1,3,A,JP8,36.47,26.015,11.851,23.246
SRC,17487L000,1,3,W,DF2,14.918,7.567,2.918,9.806
SRC,17487L000,1,3,W,MG1,2.612,2.612,2.612,2.612
SRC,17487L000,1,7,"","",128.634,0.433,0.216,0.157
SRC,17487L000,1,9,"","",2.373,2.373,2.373,2.373
SRC,17487L000,3,3,A,JP8,26.112,24.925,10.679,17.716
SRC,17487L000,3,3,W,DF2,7.866,6.873,2.351,6.433
SRC,17487L000,3,3,W,MG1,2.634,2.634,2.634,2.634
SRC,17487L000,3,7,"","",107.649,11.239,0.933,0.47
SRC,17487L000,3,9,"","",2.373,2.373,2.373,2.373
SRC,17542LA00,1,3,W,DF2,4.5,0,0,3.5
SRC,17542LA00,1,7,"","",0.5,0,0,0
SRC,17542LA00,1,9,"","",0,0,0,0
SRC,17542LA00,3,3,W,DF2,1,0.5,0.5,1
SRC,17542LA00,3,7,"","",11.5,2.5,1.5,1
SRC,17542LA00,3,9,"","",0,0,0,0
SRC,17576LB00,1,3,W,DF2,20.4,1.2,1.6,16.4
SRC,17576LB00,1,7,"","",0,0,0,0
SRC,17576LB00,1,9,"","",0.2,0.2,0.2,0.2
SRC,17576LB00,3,3,W,DF2,16.4,1,1.2,13
SRC,17576LB00,3,7,"","",617,21,8.6,4.2
SRC,17576LB00,3,9,"","",0.2,0.2,0.2,0.2
SRC,17586LA00,1,3,W,DF2,4.5,0.25,0.25,3.5
SRC,17586LA00,1,7,"","",0.25,0,0,0
SRC,17586LA00,1,9,"","",0,0,0,0
SRC,17586LA00,3,3,W,DF2,1.25,0.5,0.5,1
SRC,17586LA00,3,7,"","",11.75,2.5,1.25,0.75
SRC,17586LA00,3,9,"","",0,0,0,0
SRC,17586LC00,1,3,W,DF2,15.4,1,1.2,12.2
SRC,17586LC00,1,7,"","",0,0,0,0
SRC,17586LC00,1,9,"","",0.2,0.2,0.2,0.2
SRC,17586LC00,3,3,W,DF2,12.2,0.8,1,9.8
SRC,17586LC00,3,7,"","",345.2,15.6,6.6,3.2
SRC,17586LC00,3,9,"","",0.2,0.2,0.2,0.2
SRC,17587LC00,1,3,W,DF2,26,2,2,20
SRC,17587LC00,1,7,"","",0,0,0,0
SRC,17587LC00,1,9,"","",0,0,0,0
SRC,17587LC00,3,3,W,DF2,20,1,2,16
SRC,17587LC00,3,7,"","",576,26,11,5
SRC,17587LC00,3,9,"","",0,0,0,0
SRC,17787L000,1,3,W,DF2,14.989,6.571,6.736,13.165
SRC,17787L000,1,3,W,MG1,3.725,3.835,3.835,3.725
SRC,17787L000,1,7,"","",49.429,12.407,5.615,2.692
SRC,17787L000,1,9,"","",0.055,0.055,0.055,0.055
SRC,17787L000,3,3,W,DF2,8.56,7.231,7.527,8.055
SRC,17787L000,3,3,W,MG1,3.835,3.835,3.835,3.835
SRC,17787L000,3,7,"","",138.297,18.319,2.582,0.989
SRC,17787L000,3,9,"","",0.055,0.055,0.055,0.055
SRC,17787LA00,1,3,W,DF2,1.3,0.3,0.4,1
SRC,17787LA00,1,7,"","",6.9,0,0,0
SRC,17787LA00,1,9,"","",0,0,0,0
SRC,17787LA00,3,3,W,DF2,0.7,0.5,0.6,0.5
SRC,17787LA00,3,7,"","",11.5,1.1,0.5,0.3
SRC,17787LA00,3,9,"","",0,0,0,0
SRC,19283L100,1,3,W,DF2,2.273,2.273,2.273,2.273
SRC,19283L100,1,7,"","",0.364,0,0,0
SRC,19283L100,1,9,"","",0,0,0,0
SRC,19283L100,3,3,W,DF2,1.818,1.818,1.818,1.818
SRC,19283L100,3,7,"","",10.909,2.273,1.182,0.727
SRC,19283L100,3,9,"","",0,0,0,0
SRC,19283L200,1,3,W,DF2,2.222,2.222,2.222,2.222
SRC,19283L200,1,7,"","",0.333,0,0,0
SRC,19283L200,1,9,"","",0,0,0,0
SRC,19283L200,3,3,W,DF2,1.778,1.778,1.778,1.778
SRC,19283L200,3,7,"","",10.889,2.111,1.222,0.667
SRC,19283L200,3,9,"","",0,0,0,0
SRC,19313L000,1,3,W,DF2,11.369,11.369,11.369,11.369
SRC,19313L000,1,3,W,MG1,0.108,0.108,0.108,0.108
SRC,19313L000,1,7,"","",22.838,0,0,0
SRC,19313L000,1,9,"","",0.054,0.054,0.054,0.054
SRC,19313L000,3,3,W,DF2,11.306,11.306,11.306,11.306
SRC,19313L000,3,3,W,MG1,0.153,0.153,0.153,0.153
SRC,19313L000,3,7,"","",28.279,0.802,0.369,0.18
SRC,19313L000,3,9,"","",0.054,0.054,0.054,0.054
SRC,19323L000,1,3,W,DF2,11.011,11.011,11.011,11.011
